일시,지점,일최저체감온도(°C),일최고기온(°C),일평균기온(°C),일최저기온(°C),일평균상대습도(%),일평균풍속(m/s),일최대풍속(m/s),한파특보(O/X),한파영향예보(단계),동파가능지수(03h)(단계),동파가능지수(06h)(단계),동파가능지수(09h)(단계),동파가능지수(12h)(단계),동파가능지수(15h)(단계),동파가능지수(18h)(단계),동파가능지수(21h)(단계),동파가능지수(24h)(단계)
2021-12-24,세종(239),-8,6.6,0.8,-3.5,68.9,1.5,5.4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,부안(243),-4.5,8.3,3,-0.4,69.5,1.7,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,임실(244),-5.7,10.1,1.6,-4.1,73.1,1.2,4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,정읍(245),-6.5,8.4,2,-1.4,68.4,2.1,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,남원(247),-5.7,9.9,1.3,-3.9,72.9,1.4,4.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,장수(248),-8.4,8.8,0.6,-5.3,73.5,1.5,4.8,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,영광군(252),-6.1,9.3,2.1,-2.1,68.3,2.6,6.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,김해시(253),-1.1,9.5,5.5,0.5,50.9,1.1,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,순창군(254),-6.6,9.9,1.1,-4,78.3,2,6.2,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,양산시(257),-2.2,11,5.3,-0.9,61.1,1,3.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,강진군(259),-4.9,10.9,3.1,-3.1,69.8,2.2,6.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,장흥(260),-5.2,10.8,2.4,-5.3,71.1,2.4,6.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,해남(261),-6.2,8.9,0.9,-6.1,74.5,1.3,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,고흥(262),-3.1,10.9,3.3,-3.3,65.1,1.7,4.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,의령군(263),-6.8,9.9,3,-5.2,62.1,1.5,6.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,함양군(264),-7.9,11.1,1.6,-5.5,62.4,1.8,6.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,진도군ASOS(268),-5.1,9.4,3,-2.9,75.9,3.6,8.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,봉화(271),-5.4,8.8,1.8,-3.8,71.1,1,3.5,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,영주(272),-6.9,7.8,1,-3.9,72,3.3,7.9,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,문경(273),-8.3,9.5,1.7,-2.9,66.4,2,5.9,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,청송군(276),-7.4,7.8,1.2,-5.2,64.5,1.8,5.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,영덕(277),-1.9,10.6,5.9,1.6,51.1,3,7.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,의성(278),-4.1,8.9,2.2,-3.8,67.4,0.9,3.7,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,구미(279),-2.2,10.2,3.3,-1.3,61.6,0.6,2.7,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,영천(281),-4.4,10.8,3.1,-3.1,63.9,1.3,5.4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,경주시(283),-6.1,10.8,4.4,-2.2,59.4,2.4,5.8,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,거창(284),-5.1,10.2,2.3,-4.6,66,1.4,5.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,합천(285),-4.6,10.6,3.5,-3.2,62,0.6,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,밀양(288),-3.7,11.4,3.9,-2.8,60.4,0.6,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,산청(289),-5.9,10,1.7,-4.7,66.8,2,7.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,거제(294),0.6,10.4,5.9,0.7,59.9,0.7,3.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,남해(295),-1.1,9.4,5.4,0.8,55.8,1.7,5.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,부천(433),-13.6,3.3,-0.5,-7.4,60,1,2.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,안양(434),-15.4,4.3,0.5,-6.7,,2.4,6.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,광명(437),-14.3,4,0.2,-7.1,59,2.1,5.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,군포(438),-12.8,4.2,0.2,-7.1,60,1.2,3.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,김포(441),,2.6,-1,-7.8,,2.2,5.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,하남(444),-10,3,-0.6,-5.8,67,0.5,1.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,의왕(445),-13.6,2.9,-1.2,-7.7,64,1.3,3.6,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,포천(504),-13.6,2.3,-1.5,-7.7,72,1.4,4.5,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,가평조종(505),-14,2.7,-2,-7.9,79,1.2,3.6,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,안성(516),-12.8,4.4,-0.4,-5.9,75,2.1,6.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,간성(517),-4.5,5.2,2.1,-2.1,84,1.6,4.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,평창(526),-5.7,4.3,-0.4,-4.6,72,0.7,2.7,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,의정부(532),-13.5,2.7,-1,-7.3,76,1.5,4.4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,횡성(536),-7.4,3.5,-0.2,-3.6,83,1.1,3.7,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,고양(540),-13.8,2.7,-1.2,-7.9,69,1.7,4.5,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,남양주(541),-12.3,3.2,-1.1,-7.2,69,1.6,4.6,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,안산(545),-11.4,3.8,-1,-6.6,72,1.3,3.5,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,경기광주(546),-10.5,2.9,-1.2,-7.4,70,1.4,3.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,여주(548),-12.1,2.7,-0.8,-5.6,73,1.5,5.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,용인(549),-10,4,-0.1,-5.2,66,1.2,3.4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,오산(550),-13.5,4.5,-0.5,-7.1,61,1.5,3.6,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,평택(551),-11.5,4.3,0.1,-5.1,73,2.5,5.7,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,화천(555),-8.6,4,-0.1,-3.9,85,0.7,3.4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,양구(556),-8,2.3,-0.7,-4.7,78,0.8,4.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,시흥(565),-13.5,3,-1.2,-7.2,75,2.1,5,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,구리(569),-11.2,3.6,-0.2,-6.1,64,1.3,3.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,화성(571),-11.3,3.6,-0.2,-6.4,67,1.2,3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,성남(572),-11.8,4.3,-0.1,-6.1,62,1.4,4.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,과천(590),-11.9,4.2,-0.6,-6.4,71,1.4,4.6,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,양주(598),-13.3,2.3,-1.6,-8.1,72,2,4.4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,단양(601),-6.1,6.2,0.9,-2.8,75,0.8,3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,진천(602),-11.4,4.9,-0.3,-4.7,75,2.1,7.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,괴산(603),-9.5,5.7,-0.5,-4.3,76,1.3,4.7,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,옥천(604),-7.2,9.4,0.9,-2.9,72,1.3,4.6,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,홍북(608),-10.4,4.2,0,-4.9,74,2.1,5.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,공주(612),-9.2,8.1,0.2,-3.4,74,1.2,5.4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,서천(614),-6.7,9.8,2,-2.4,67,1.6,5.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,논산(615),-7.5,10.4,1.3,-2.4,73,1.9,5.9,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,당진(616),-11.2,4,0,-4.5,73,2.6,5.9,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,청양(618),-6.8,6.9,-0.4,-3.9,76,0.8,3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,음성(619),-10.8,4.3,-1.4,-5.2,80,2.1,7.3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,증평(623),-9.4,5.9,0.5,-4.1,75,1.5,4.5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,태안(627),-10.3,4.7,0.5,-4.9,74,2.1,4.5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,예산(628),-9.1,4.1,0,-3.8,81,1.3,4.5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,아산(634),-10.7,4.2,0.1,-4,75,2.6,6.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,계룡(636),-9,9.5,-0.1,-4.9,71,1.3,4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,연천청산(652),-12.3,2.1,-1.7,-7.7,75,0.9,3,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,양양(670),-4.6,6,2.9,-0.9,79,2.4,6,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,무안(699),-6.8,8.5,1.7,-3,72,4.3,9.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,무주(701),-6,8.9,1.4,-3.4,69,1.7,5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,익산(702),-6.3,10,2.7,-1.8,73,1.7,4.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,진안(703),-8.7,8.7,0.5,-4.9,75,1.6,5.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-24,담양(706),-4.9,11.5,2.5,-2.2,76,2.7,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,구례(709),-6,11.2,2,-5.3,77,2.7,7.7,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,나주(710),-6.7,10.7,2.4,-3.8,77,3.2,7.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,순천시(712),-3.8,11.4,4.5,-1.2,58,2,6.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,광양읍(713),-3.2,11.4,4.5,-1.8,59,1.3,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,장성(730),-4.6,11.2,1.8,-3.3,75,1.9,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,영암(731),-8.2,10.5,1.7,-5.1,81,2.2,6.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,보성(732),-7.8,9.2,0.7,-6.7,75,1.6,5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,완주(734),-5.4,11.7,3.8,-1.1,69,2.4,5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,김제(737),-8.9,9.1,2.2,-2.3,67,3.3,7.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,화순(741),-6,10.3,2.4,-3.2,69,2.8,8.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,함평(754),-7.4,10.6,2.2,-3.9,79,3.3,7.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,곡성(768),-7.1,9.9,1.3,-4.5,76,1.9,6.8,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,압해도(789),-6.6,10.3,3.8,-0.8,73,5.4,10.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,영양(801),-6,8.8,1.7,-4,67,1.3,3.8,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,성주(810),-3.9,10.8,3.2,-3.7,63,1.8,6.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,고령(812),-4.2,10.6,2.2,-4.6,67,0.5,2.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,청도(813),-7,11.2,2.9,-4.6,65,1.4,4.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,예천(815),-5.2,8.7,1.9,-2.9,66,1.1,4.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,김천(822),-6.2,10,1.3,-4.8,69,1.5,4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,군위(823),-6.5,8.4,2,-3.7,69,1.2,5.4,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,칠곡(825),-3.4,10.3,3.7,-1.5,67,1.8,5.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,경산(827),-2.3,10.6,4.1,-1.2,56,1.1,4.5,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,삼척(876),-3.7,10.6,5.4,0.9,57,2.7,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,속초(90),-4.1,4.9,1.9,-1.3,77,2.2,7.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,삼천포(907),-0.8,10.6,5.6,0.8,52,1.2,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,고성(918),-6.3,11,3.4,-4.5,65,1.2,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,창녕(919),-3.1,11.5,3.5,-3.8,68,1.3,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,함안(920),-7.9,9.9,1.8,-5.8,73,0.9,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,북춘천(93),-7.8,3.2,-0.5,-3.9,80.8,0.8,3.9,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,하동(932),-5.1,10.5,3.9,-3.5,64,1.4,6.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-24,철원(95),-11.2,1.5,-1.7,-7,92.5,0.7,2.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,동두천(98),-14.8,2,-1.9,-8.4,74.6,1.6,4.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-24,파주(99),-14.9,2.2,-2.2,-9,73,1.6,4.1,경보, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,북강릉(104),-16.5,0.4,-5.5,-12.8,71.9,1.6,4.1,주의보,관심,낮음,낮음,낮음,낮음,낮음,보통,보통,높음
2021-12-25,동해(106),-13.9,1.7,-3.2,-7.9,61.6,3.1,6.5,주의보,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,서울(108),-23.2,-7.3,-11.7,-14.4,42.4,3.9,7,경보,경고,높음,높음,높음,보통,보통,높음,높음,높음
2021-12-25,인천(112),-24.8,-7.8,-11.5,-13.5,42.9,5.3,8.4,경보,경고,높음,높음,높음,보통,보통,높음,높음,높음
2021-12-25,원주(114),-18.6,-2.6,-8.3,-12.2,39.4,2,3.6,경보,경고,보통,보통,높음,보통,보통,보통,높음,높음
2021-12-25,울릉도(115),-13.1,0.7,-3.3,-4.7,96.5,6.7,11,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,수원(119),-21.8,-6.4,-10.4,-13.6,39.4,4,6.4,경보,경고,보통,높음,높음,보통,보통,높음,높음,높음
2021-12-25,영월(121),-17.1,-0.8,-7.4,-11.1,42,2.2,5.1,경보,경고,낮음,보통,보통,보통,낮음,보통,높음,높음
2021-12-25,충주(127),-19.3,-3.5,-8.9,-12.4,41.3,3.2,5.2,경보,경고,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,서산(129),-17.9,-4.2,-7.6,-9.5,65.3,4.4,6.3,주의보,관심,보통,보통,보통,보통,보통,보통,보통,보통
2021-12-25,울진(130),-16.1,3.9,-2.5,-8.7,46.1,3.7,8.8,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,청주(131),-18.2,-3.5,-8.2,-11.7,44.6,3.1,4.6,주의보,주의,보통,보통,보통,보통,보통,보통,높음,높음
2021-12-25,대전(133),-16.4,-2.5,-7.1,-10.3,53.1,3.6,6.3,경보,관심,보통,보통,보통,보통,낮음,보통,보통,높음
2021-12-25,추풍령(135),-20.6,-2.9,-8.3,-11.2,47.4,6,10.5,주의보,주의,보통,보통,보통,보통,보통,보통,보통,높음
2021-12-25,안동(136),-19,-0.7,-7,-11,34.6,4.2,6.9,주의보,주의,보통,보통,보통,낮음,낮음,보통,보통,높음
2021-12-25,상주(137),-18.7,-1.4,-7.3,-10.7,41.4,3.6,5.8,주의보,주의,보통,보통,보통,낮음,낮음,보통,보통,높음
2021-12-25,포항(138),-15.8,4.1,-2.7,-7.4,26.8,4.8,7.8,주의보,주의,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,군산(140),-14.7,-1.9,-5.7,-8.4,61,5.2,7.5,X,관심,보통,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,대구(143),-16.3,1.6,-4.7,-8.2,38.6,5.1,8,주의보,주의,낮음,보통,보통,낮음,낮음,낮음,보통,보통
2021-12-25,전주(146),-15.1,-1.5,-5.8,-9,56.1,3.6,5.6,X,관심,보통,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,울산(152),-14.3,4.1,-2.7,-7.1,24.3,4.3,6.4,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,창원(155),-12.4,3.7,-3.5,-8,36.4,2.4,6.1,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,광주(156),-12.4,0.6,-3.8,-6.3,63.5,3.1,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,부산(159),-13.6,5.4,-1.6,-6.5,33.5,3.6,6.3,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,통영(162),-12.3,5.5,-1.2,-5.4,31.9,5.2,7.6,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,목포(165),-14,1.2,-2.6,-5.4,69.9,10.4,13.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,여수(168),-15.2,2.2,-3,-6.1,42.6,8.3,13.8,주의보,주의,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,흑산도(169),-11.9,2.3,-0.7,-2.6,74.9,16.2,19,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,완도(170),-9.7,2.5,-1.4,-3.5,70.4,4.9,8.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,고창(172),-18.5,-0.1,-5.4,-9.2,78.1,6,8.8,X, ,낮음,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,제주(184),-5.3,5.5,2.5,1.3,68.4,7.3,9.2,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,진주(192),-10.9,3.2,-2.7,-6.9,32.5,2.8,5.3,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,양평(202),-20.5,-4.6,-9.2,-13.3,39.5,3.2,5.2,경보,경고,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,이천(203),-19.5,-5.3,-9.4,-13.5,39.9,2.4,4.5,경보,경고,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,인제(211),-19.1,-0.4,-8.2,-13.7,47.4,2.4,4.3,경보,경고,낮음,보통,높음,보통,보통,보통,높음,높음
2021-12-25,홍천(212),-20.1,-3,-9.2,-13.9,41.8,2.3,3.8,경보,경고,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,태백(216),-19.8,-2.9,-9.4,-15,45.1,1.4,3.7,경보,경고,보통,보통,보통,보통,보통,높음,높음,매우높음
2021-12-25,정선군(217),-20.8,0.1,-7.6,-12.4,40.9,2.9,6,경보,경고,낮음,보통,보통,보통,보통,보통,높음,높음
2021-12-25,제천(221),-20.2,-3.4,-9.5,-13.3,44.8,3.2,5.2,경보,경고,보통,높음,높음,보통,보통,보통,높음,매우높음
2021-12-25,보은(226),-18.2,-2.7,-8.1,-11.1,51.9,3,4.5,주의보,주의,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,천안(232),-19.1,-4.6,-8.8,-12.3,49.9,2.5,4.2,경보,관심,보통,높음,높음,보통,보통,보통,높음,높음
2021-12-25,보령(235),-14.4,-2.9,-6.5,-8.6,63.9,3.9,5.7,주의보,관심,보통,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,부여(236),-14.6,-2.6,-6.4,-9.1,61.8,2.9,4.8,주의보,관심,보통,보통,보통,낮음,낮음,보통,보통,높음
2021-12-25,금산(238),-16.1,-1.6,-6.8,-10,56.8,2.9,5,경보,관심,보통,보통,보통,보통,낮음,보통,보통,높음
2021-12-25,세종(239),-17.5,-3.5,-8.1,-10.9,56.5,2.9,5.8,경보,관심,보통,보통,보통,낮음,낮음,보통,보통,높음
2021-12-25,부안(243),-12.9,-0.3,-5,-7.6,74.5,2.6,4.3,X, ,낮음,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,임실(244),-15.3,-1.7,-6.9,-10.1,57.5,2.3,6.4,주의보,주의,보통,보통,보통,보통,낮음,보통,보통,높음
2021-12-25,정읍(245),-14.6,-0.8,-5.8,-8.5,67,4.3,7.3,X, ,낮음,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,남원(247),-15.2,-1.1,-6.2,-9.8,53.4,2.4,4.9,주의보,주의,보통,보통,보통,낮음,낮음,보통,보통,높음
2021-12-25,장수(248),-18.9,-2.8,-8.6,-11.6,55.8,3.4,5,주의보,주의,보통,높음,보통,보통,보통,보통,높음,높음
2021-12-25,영광군(252),-12.8,0.1,-4.1,-8.1,74.6,5.1,8.5,X, ,낮음,낮음,보통,낮음,낮음,낮음,보통,보통
2021-12-25,김해시(253),-14.9,4.3,-2.7,-7.4,31.8,3.5,8.1,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,순창군(254),-15.7,-0.4,-5.6,-8.2,60.4,4.9,9.7,주의보,주의,보통,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,양산시(257),-12.4,6.1,-1.1,-6,30.5,3.5,7.1,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,강진군(259),-12.9,1.9,-2.7,-5.5,68,5,7.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,장흥(260),-12.1,1.3,-3.2,-5.9,64.1,4,7.2,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,해남(261),-11.3,0.5,-3.9,-6.2,77.1,2.3,5,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,보통
2021-12-25,고흥(262),-10.9,1.3,-2.6,-5.6,53.6,4.4,8.9,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,보통,보통
2021-12-25,의령군(263),-14,3.4,-2.3,-6.9,29,4.7,7.3,주의보,관심,낮음,보통,보통,낮음,낮음,낮음,보통,보통
2021-12-25,함양군(264),-16.4,0,-4.9,-8.6,35,4.4,6.3,주의보,관심,낮음,보통,보통,낮음,낮음,보통,보통,보통
2021-12-25,진도군ASOS(268),-10.5,1.8,-1.3,-3.3,65.1,7.3,9.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-25,봉화(271),-16.3,1.4,-5.2,-10.4,44,2.6,6.8,경보,경고,보통,보통,보통,낮음,낮음,보통,높음,높음
